RowID;﻿Período;Indicador;Dia da Semana;Número da Semana;Valor Absoluto;Taxa
24381;2019-01-26;Encaminhamentos p/ CIAV;sábado;4;1;0.001512859304
24409;2019-01-27;Encaminhamentos p/ Autocuidados;domingo;5;414;0.5694635488299999
24817;2019-02-09;Encaminhamentos p/ Outros;sábado;6;2;0.005540166204
24846;2019-02-10;Encaminhamentos p/ CIAV;domingo;7;1;0.002475247524
24905;2019-02-12;Encaminhamentos p/ Autocuidados;terça-feira;7;214;0.5815217391299999
25031;2019-02-16;Encaminhamentos p/ Serviço Urgência;sábado;7;32;0.10774410774399999
25158;2019-02-20;Encaminhamentos p/ Outros;quarta-feira;8;0;0.0
25184;2019-02-21;Encaminhamentos p/ Autocuidados;quinta-feira;8;98;0.556818181818
25189;2019-02-21;Encaminhamentos p/ Outros;quinta-feira;8;1;0.005681818181
25309;2019-02-25;Encaminhamentos p/ CSP;segunda-feira;9;59;0.34705882352899997
25468;2019-03-02;Encaminhamentos p/ Outros;sábado;9;1;0.011494252873
25680;2019-03-09;Encaminhamentos p/ Autocuidados;sábado;10;54;0.551020408163
25716;2019-03-10;Encaminhamentos p/ Outros;domingo;11;1;0.012048192771
25774;2019-03-12;Encaminhamentos p/ CSP;terça-feira;11;24;0.470588235294
25835;2019-03-14;Encaminhamentos p/ Autocuidados;quinta-feira;11;28;0.622222222222
26118;2019-03-23;Encaminhamentos p/ INEM;sábado;12;0;0.0
26239;2019-03-27;Encaminhamentos p/ CSP;quarta-feira;13;26;0.509803921568
26273;2019-03-28;Encaminhamentos p/ INEM;quinta-feira;13;0;0.0
26424;2019-04-02;Encaminhamentos p/ Autocuidados;terça-feira;14;12;0.33333333333299997
26519;2019-04-05;Encaminhamentos p/ Serviço Urgência;sexta-feira;14;3;0.107142857142
26673;2019-04-10;Encaminhamentos p/ CSP;quarta-feira;15;10;0.322580645161
26863;2019-04-16;Encaminhamentos p/ Outros;terça-feira;16;0;0.0
26892;2019-04-17;Encaminhamentos p/ CIAV;quarta-feira;16;0;0.0
27111;2019-04-24;Encaminhamentos p/ Outros;quarta-feira;17;0;0.0
27262;2019-04-29;Encaminhamentos p/ CSP;segunda-feira;18;8;0.380952380952
27358;2019-05-02;Encaminhamentos p/ INEM;quinta-feira;18;0;0.0
27480;2019-05-06;Encaminhamentos p/ Serviço Urgência;segunda-feira;19;0;0.0
27637;2019-05-11;Encaminhamentos p/ INEM;sábado;19;0;0.0
27729;2019-05-14;Encaminhamentos p/ CIAV;terça-feira;20;0;0.0
28227;2019-05-30;Encaminhamentos p/ Outros;quinta-feira;22;0;0.0
28258;2019-05-31;Encaminhamentos p/ Outros;sexta-feira;22;0;0.0
28413;2019-06-05;Encaminhamentos p/ Outros;quarta-feira;23;0;0.0
28471;2019-06-07;Encaminhamentos p/ CSP;sexta-feira;23;3;0.1875
28595;2019-06-11;Encaminhamentos p/ CSP;terça-feira;24;4;0.33333333333299997
28753;2019-06-16;Encaminhamentos p/ INEM;domingo;25;0;0.0
28785;2019-06-17;Encaminhamentos p/ Outros;segunda-feira;25;0;0.0
29002;2019-06-24;Encaminhamentos p/ Outros;segunda-feira;26;0;0.0
29681;2019-07-16;Encaminhamentos p/ Serviço Urgência;terça-feira;29;1;0.090909090909
29807;2019-07-20;Encaminhamentos p/ INEM;sábado;29;0;0.0
29989;2019-07-26;Encaminhamentos p/ Autocuidados;sexta-feira;30;6;0.6000000000000001
30024;2019-07-27;Encaminhamentos p/ INEM;sábado;30;0;0.0
29897;2019-07-23;Encaminhamentos p/ CSP;terça-feira;30;5;0.3125
29961;2019-07-25;Encaminhamentos p/ CIAV;quinta-feira;30;0;0.0
29929;2019-07-24;Encaminhamentos p/ Serviço Urgência;quarta-feira;30;2;0.133333333333
30146;2019-07-31;Encaminhamentos p/ Serviço Urgência;quarta-feira;31;3;0.272727272727
1779;2017-01-27;Encaminhamentos p/ Autocuidados;sexta-feira;4;93;0.472081218274
1814;2017-01-28;Encaminhamentos p/ INEM;sábado;4;0;0.0
1873;2017-01-30;Encaminhamentos p/ CSP;segunda-feira;5;97;0.431111111111
1903;2017-01-31;Encaminhamentos p/ Autocuidados;terça-feira;5;100;0.5291005291
1904;2017-01-31;Encaminhamentos p/ CSP;terça-feira;5;74;0.391534391534
2121;2017-02-07;Encaminhamentos p/ CSP;terça-feira;6;45;0.401785714285
2183;2017-02-09;Encaminhamentos p/ CSP;quinta-feira;6;46;0.5111111111109999
2368;2017-02-15;Encaminhamentos p/ Autocuidados;quarta-feira;7;29;0.483333333333
2431;2017-02-17;Encaminhamentos p/ CSP;sexta-feira;7;18;0.339622641509
2555;2017-02-21;Encaminhamentos p/ CSP;terça-feira;8;27;0.442622950819
2649;2017-02-24;Encaminhamentos p/ Serviço Urgência;sexta-feira;8;4;0.07017543859599999
2866;2017-03-03;Encaminhamentos p/ Serviço Urgência;sexta-feira;9;5;0.128205128205
3454;2017-03-22;Encaminhamentos p/ CSP;quarta-feira;12;10;0.4
3608;2017-03-27;Encaminhamentos p/ Autocuidados;segunda-feira;13;19;0.542857142857
3704;2017-03-30;Encaminhamentos p/ CIAV;quinta-feira;13;0;0.0
3796;2017-04-02;Encaminhamentos p/ Serviço Urgência;domingo;14;7;0.26923076923
3920;2017-04-06;Encaminhamentos p/ Serviço Urgência;quinta-feira;14;6;0.272727272727
4109;2017-04-12;Encaminhamentos p/ Outros;quarta-feira;15;0;0.0
4170;2017-04-14;Encaminhamentos p/ INEM;sexta-feira;15;0;0.0
4476;2017-04-24;Encaminhamentos p/ Autocuidados;segunda-feira;17;5;0.416666666666
4663;2017-04-30;Encaminhamentos p/ CSP;domingo;18;0;0.0
4693;2017-05-01;Encaminhamentos p/ Autocuidados;segunda-feira;18;5;0.416666666666
4725;2017-05-02;Encaminhamentos p/ CSP;terça-feira;18;3;0.157894736842
4852;2017-05-06;Encaminhamentos p/ INEM;sábado;18;0;0.0
30180;2019-08-01;Encaminhamentos p/ Outros;quinta-feira;31;0;0.0
30020;2019-07-27;Encaminhamentos p/ Autocuidados;sábado;30;7;0.777777777777
26054;2019-03-21;Encaminhamentos p/ Serviço Urgência;quinta-feira;12;8;0.16
26181;2019-03-25;Encaminhamentos p/ Outros;segunda-feira;13;0;0.0
26274;2019-03-28;Encaminhamentos p/ Outros;quinta-feira;13;0;0.0
26426;2019-04-02;Encaminhamentos p/ Serviço Urgência;terça-feira;14;6;0.166666666666
26429;2019-04-02;Encaminhamentos p/ Outros;terça-feira;14;1;0.027777777777
26455;2019-04-03;Encaminhamentos p/ Autocuidados;quarta-feira;14;14;0.538461538461
27140;2019-04-25;Encaminhamentos p/ CIAV;quinta-feira;17;0;0.0
27231;2019-04-28;Encaminhamentos p/ CSP;domingo;18;8;0.32
27390;2019-05-03;Encaminhamentos p/ Outros;sexta-feira;18;0;0.0
27482;2019-05-06;Encaminhamentos p/ INEM;segunda-feira;19;0;0.0
27543;2019-05-08;Encaminhamentos p/ CIAV;quarta-feira;19;0;0.0
27602;2019-05-10;Encaminhamentos p/ Autocuidados;sexta-feira;19;16;0.64
27664;2019-05-12;Encaminhamentos p/ Autocuidados;domingo;20;8;0.571428571428
27789;2019-05-16;Encaminhamentos p/ CSP;quinta-feira;20;4;0.235294117647
27823;2019-05-17;Encaminhamentos p/ INEM;sexta-feira;20;0;0.0
28070;2019-05-25;Encaminhamentos p/ CIAV;sábado;21;0;0.0
28103;2019-05-26;Encaminhamentos p/ Outros;domingo;22;0;0.0
28226;2019-05-30;Encaminhamentos p/ INEM;quinta-feira;22;0;0.0
28284;2019-06-01;Encaminhamentos p/ Autocuidados;sábado;22;8;0.5
28288;2019-06-01;Encaminhamentos p/ INEM;sábado;22;0;0.0
28659;2019-06-13;Encaminhamentos p/ CIAV;quinta-feira;24;0;0.0
28781;2019-06-17;Encaminhamentos p/ CSP;segunda-feira;25;3;0.230769230769
28908;2019-06-21;Encaminhamentos p/ INEM;sexta-feira;25;0;0.0
29001;2019-06-24;Encaminhamentos p/ INEM;segunda-feira;26;0;0.0
29092;2019-06-27;Encaminhamentos p/ Serviço Urgência;quinta-feira;26;3;0.25
30023;2019-07-27;Encaminhamentos p/ CIAV;sábado;30;0;0.0
29992;2019-07-26;Encaminhamentos p/ CIAV;sexta-feira;30;0;0.0
30113;2019-07-30;Encaminhamentos p/ Autocuidados;terça-feira;31;2;0.4
30118;2019-07-30;Encaminhamentos p/ Outros;terça-feira;31;0;0.0
30206;2019-08-02;Encaminhamentos p/ Autocuidados;sexta-feira;31;6;0.6666666666659999
30268;2019-08-04;Encaminhamentos p/ Autocuidados;domingo;32;6;0.5
26269;2019-03-28;Encaminhamentos p/ Autocuidados;quinta-feira;13;21;0.525
26300;2019-03-29;Encaminhamentos p/ Autocuidados;sexta-feira;13;21;0.583333333333
26490;2019-04-04;Encaminhamentos p/ INEM;quinta-feira;14;0;0.0
26734;2019-04-12;Encaminhamentos p/ Autocuidados;sexta-feira;15;4;0.307692307692
26951;2019-04-19;Encaminhamentos p/ Autocuidados;sexta-feira;16;27;0.794117647058
27075;2019-04-23;Encaminhamentos p/ Autocuidados;terça-feira;17;17;0.629629629629
27169;2019-04-26;Encaminhamentos p/ CSP;sexta-feira;17;7;0.35000000000000003
27327;2019-05-01;Encaminhamentos p/ INEM;quarta-feira;18;0;0.0
27511;2019-05-07;Encaminhamentos p/ Serviço Urgência;terça-feira;19;1;0.07142857142799999
27512;2019-05-07;Encaminhamentos p/ CIAV;terça-feira;19;0;0.0
27634;2019-05-11;Encaminhamentos p/ CSP;sábado;19;2;0.1
27760;2019-05-15;Encaminhamentos p/ CIAV;quarta-feira;20;0;0.0
27883;2019-05-19;Encaminhamentos p/ Serviço Urgência;domingo;21;3;0.157894736842
27945;2019-05-21;Encaminhamentos p/ Serviço Urgência;terça-feira;21;1;0.037037037037
28163;2019-05-28;Encaminhamentos p/ CIAV;terça-feira;22;0;0.0
28164;2019-05-28;Encaminhamentos p/ INEM;terça-feira;22;0;0.0
28690;2019-06-14;Encaminhamentos p/ CIAV;sexta-feira;24;0;0.0
28691;2019-06-14;Encaminhamentos p/ INEM;sexta-feira;24;0;0.0
28936;2019-06-22;Encaminhamentos p/ CSP;sábado;25;1;0.111111111111
28966;2019-06-23;Encaminhamentos p/ Autocuidados;domingo;26;6;0.6666666666659999
28968;2019-06-23;Encaminhamentos p/ Serviço Urgência;domingo;26;1;0.111111111111
29124;2019-06-28;Encaminhamentos p/ CIAV;sexta-feira;26;0;0.0
29369;2019-07-06;Encaminhamentos p/ Autocuidados;sábado;27;6;0.35294117646999995
29525;2019-07-11;Encaminhamentos p/ CSP;quinta-feira;28;2;0.2
29526;2019-07-11;Encaminhamentos p/ Serviço Urgência;quinta-feira;28;1;0.1
29803;2019-07-20;Encaminhamentos p/ Autocuidados;sábado;29;6;0.315789473684
29774;2019-07-19;Encaminhamentos p/ Serviço Urgência;sexta-feira;29;1;0.090909090909
29994;2019-07-26;Encaminhamentos p/ Outros;sexta-feira;30;0;0.0
30051;2019-07-28;Encaminhamentos p/ Autocuidados;domingo;31;4;0.571428571428
30148;2019-07-31;Encaminhamentos p/ INEM;quarta-feira;31;0;0.0
30242;2019-08-03;Encaminhamentos p/ Outros;sábado;31;0;0.0
30273;2019-08-04;Encaminhamentos p/ Outros;domingo;32;0;0.0
15300;2018-04-08;Encaminhamentos p/ Outros;domingo;15;0;0.0
15452;2018-04-13;Encaminhamentos p/ Serviço Urgência;sexta-feira;15;7;0.093333333333
15546;2018-04-16;Encaminhamentos p/ CIAV;segunda-feira;16;0;0.0
15610;2018-04-18;Encaminhamentos p/ Outros;quarta-feira;16;2;0.032786885245
15669;2018-04-20;Encaminhamentos p/ Serviço Urgência;sexta-feira;16;5;0.104166666666
15732;2018-04-22;Encaminhamentos p/ CIAV;domingo;17;0;0.0
15888;2018-04-27;Encaminhamentos p/ INEM;sexta-feira;17;0;0.0
16071;2018-05-03;Encaminhamentos p/ CSP;quinta-feira;18;22;0.34920634920599997
16166;2018-05-06;Encaminhamentos p/ CIAV;domingo;19;0;0.0
16382;2018-05-13;Encaminhamentos p/ Serviço Urgência;domingo;20;8;0.25
16598;2018-05-20;Encaminhamentos p/ CSP;domingo;21;10;0.22727272727199999
16693;2018-05-23;Encaminhamentos p/ CIAV;quarta-feira;21;0;0.0
16786;2018-05-26;Encaminhamentos p/ CIAV;sábado;21;0;0.0
16879;2018-05-29;Encaminhamentos p/ CIAV;terça-feira;22;0;0.0
17003;2018-06-02;Encaminhamentos p/ CIAV;sábado;22;0;0.0
17189;2018-06-08;Encaminhamentos p/ CIAV;sexta-feira;23;0;0.0
17248;2018-06-10;Encaminhamentos p/ Autocuidados;domingo;24;10;0.526315789473
17346;2018-06-13;Encaminhamentos p/ Outros;quarta-feira;24;0;0.0
17374;2018-06-14;Encaminhamentos p/ Serviço Urgência;quinta-feira;24;1;0.045454545453999996
17838;2018-06-29;Encaminhamentos p/ CSP;sexta-feira;26;1;0.052631578947
17963;2018-07-03;Encaminhamentos p/ Serviço Urgência;terça-feira;27;3;0.1875
18178;2018-07-10;Encaminhamentos p/ Autocuidados;terça-feira;28;10;0.76923076923
18183;2018-07-10;Encaminhamentos p/ Outros;terça-feira;28;0;0.0
18209;2018-07-11;Encaminhamentos p/ Autocuidados;quarta-feira;28;14;0.6666666666659999
18769;2018-07-29;Encaminhamentos p/ Serviço Urgência;domingo;31;2;0.142857142857
19143;2018-08-10;Encaminhamentos p/ INEM;sexta-feira;32;0;0.0
19204;2018-08-12;Encaminhamentos p/ CIAV;domingo;33;0;0.0
19387;2018-08-18;Encaminhamentos p/ Autocuidados;sábado;33;7;0.4375
19511;2018-08-22;Encaminhamentos p/ Autocuidados;quarta-feira;34;6;0.857142857142
19577;2018-08-24;Encaminhamentos p/ INEM;sexta-feira;34;0;0.0
19605;2018-08-25;Encaminhamentos p/ CSP;sábado;34;3;0.21428571428499998
19637;2018-08-26;Encaminhamentos p/ Serviço Urgência;domingo;35;1;0.142857142857
19795;2018-08-31;Encaminhamentos p/ Outros;sexta-feira;35;0;0.0
19857;2018-09-02;Encaminhamentos p/ Outros;domingo;36;0;0.0
19980;2018-09-06;Encaminhamentos p/ INEM;quinta-feira;36;0;0.0
20351;2018-09-18;Encaminhamentos p/ CIAV;terça-feira;38;0;0.0
20384;2018-09-19;Encaminhamentos p/ Outros;quarta-feira;38;0;0.0
20410;2018-09-20;Encaminhamentos p/ Autocuidados;quinta-feira;38;2;0.6666666666659999
20475;2018-09-22;Encaminhamentos p/ CIAV;sábado;38;0;0.0
20503;2018-09-23;Encaminhamentos p/ Autocuidados;domingo;39;8;0.727272727272
29587;2019-07-13;Encaminhamentos p/ CSP;sábado;28;2;0.2
29991;2019-07-26;Encaminhamentos p/ Serviço Urgência;sexta-feira;30;1;0.1
30085;2019-07-29;Encaminhamentos p/ CIAV;segunda-feira;31;0;0.0
29866;2019-07-22;Encaminhamentos p/ CSP;segunda-feira;30;1;0.111111111111
30145;2019-07-31;Encaminhamentos p/ CSP;quarta-feira;31;5;0.454545454545
29713;2019-07-17;Encaminhamentos p/ CIAV;quarta-feira;29;0;0.0
29590;2019-07-13;Encaminhamentos p/ INEM;sábado;28;0;0.0
29835;2019-07-21;Encaminhamentos p/ CSP;domingo;30;1;0.125
4910;2017-05-08;Encaminhamentos p/ Autocuidados;segunda-feira;19;9;0.75
4942;2017-05-09;Encaminhamentos p/ CSP;terça-feira;19;2;0.181818181818
5004;2017-05-11;Encaminhamentos p/ CSP;quinta-feira;19;3;0.25
5006;2017-05-11;Encaminhamentos p/ CIAV;quinta-feira;19;0;0.0
5069;2017-05-13;Encaminhamentos p/ INEM;sábado;19;0;0.0
5315;2017-05-21;Encaminhamentos p/ Serviço Urgência;domingo;21;7;0.5
5346;2017-05-22;Encaminhamentos p/ Serviço Urgência;segunda-feira;21;1;0.142857142857
5411;2017-05-24;Encaminhamentos p/ Outros;quarta-feira;21;0;0.0
5561;2017-05-29;Encaminhamentos p/ Autocuidados;segunda-feira;22;4;0.8
5566;2017-05-29;Encaminhamentos p/ Outros;segunda-feira;22;0;0.0
5969;2017-06-11;Encaminhamentos p/ Outros;domingo;24;0;0.0
6062;2017-06-14;Encaminhamentos p/ Outros;quarta-feira;24;0;0.0
6274;2017-06-21;Encaminhamentos p/ Autocuidados;quarta-feira;25;4;1.0
6307;2017-06-22;Encaminhamentos p/ Serviço Urgência;quinta-feira;25;1;0.142857142857
6430;2017-06-26;Encaminhamentos p/ CSP;segunda-feira;26;3;0.375
6708;2017-07-05;Encaminhamentos p/ Autocuidados;quarta-feira;27;5;1.0
6771;2017-07-07;Encaminhamentos p/ CSP;sexta-feira;27;3;0.5
6773;2017-07-07;Encaminhamentos p/ CIAV;sexta-feira;27;0;0.0
6899;2017-07-11;Encaminhamentos p/ Outros;terça-feira;28;0;0.0
6928;2017-07-12;Encaminhamentos p/ CIAV;quarta-feira;28;0;0.0
6958;2017-07-13;Encaminhamentos p/ Serviço Urgência;quinta-feira;28;0;0.0
6988;2017-07-14;Encaminhamentos p/ CSP;sexta-feira;28;2;0.285714285714
6991;2017-07-14;Encaminhamentos p/ INEM;sexta-feira;28;0;0.0
7019;2017-07-15;Encaminhamentos p/ CSP;sábado;28;1;0.125
7084;2017-07-17;Encaminhamentos p/ INEM;segunda-feira;29;0;0.0
7204;2017-07-21;Encaminhamentos p/ Autocuidados;sexta-feira;29;0;0.0
7207;2017-07-21;Encaminhamentos p/ CIAV;sexta-feira;29;0;0.0
7362;2017-07-26;Encaminhamentos p/ CIAV;quarta-feira;30;0;0.0
7364;2017-07-26;Encaminhamentos p/ Outros;quarta-feira;30;0;0.0
7394;2017-07-27;Encaminhamentos p/ INEM;quinta-feira;30;0;0.0
7611;2017-08-03;Encaminhamentos p/ INEM;quinta-feira;31;0;0.0
7735;2017-08-07;Encaminhamentos p/ INEM;segunda-feira;32;0;0.0
7886;2017-08-12;Encaminhamentos p/ Autocuidados;sábado;32;2;0.33333333333299997
7889;2017-08-12;Encaminhamentos p/ CIAV;sábado;32;0;0.0
7980;2017-08-15;Encaminhamentos p/ CSP;terça-feira;33;4;0.8
8043;2017-08-17;Encaminhamentos p/ Serviço Urgência;quinta-feira;33;0;0.0
8168;2017-08-21;Encaminhamentos p/ CIAV;segunda-feira;34;0;0.0
8229;2017-08-23;Encaminhamentos p/ Serviço Urgência;quarta-feira;34;0;0.0
8414;2017-08-29;Encaminhamentos p/ CSP;terça-feira;35;2;0.25
8416;2017-08-29;Encaminhamentos p/ CIAV;terça-feira;35;0;0.0
30920;2019-08-25;Encaminhamentos p/ CSP;domingo;35;5;0.263157894736
8448;2017-08-30;Encaminhamentos p/ INEM;quarta-feira;35;0;0.0
30921;2019-08-25;Encaminhamentos p/ Serviço Urgência;domingo;35;3;0.157894736842
8571;2017-09-03;Encaminhamentos p/ CIAV;domingo;36;0;0.0
8604;2017-09-04;Encaminhamentos p/ Outros;segunda-feira;36;0;0.0
8635;2017-09-05;Encaminhamentos p/ Outros;terça-feira;36;0;0.0
8692;2017-09-07;Encaminhamentos p/ Autocuidados;quinta-feira;36;5;1.0
8693;2017-09-07;Encaminhamentos p/ CSP;quinta-feira;36;0;0.0
9003;2017-09-17;Encaminhamentos p/ CSP;domingo;38;4;0.285714285714
9436;2017-10-01;Encaminhamentos p/ Autocuidados;domingo;40;3;0.5
9440;2017-10-01;Encaminhamentos p/ INEM;domingo;40;0;0.0
9534;2017-10-04;Encaminhamentos p/ Outros;quarta-feira;40;0;0.0
9657;2017-10-08;Encaminhamentos p/ INEM;domingo;41;0;0.0
9902;2017-10-16;Encaminhamentos p/ CSP;segunda-feira;42;1;0.0625
9903;2017-10-16;Encaminhamentos p/ Serviço Urgência;segunda-feira;42;0;0.0
9932;2017-10-17;Encaminhamentos p/ Autocuidados;terça-feira;42;11;0.578947368421
9965;2017-10-18;Encaminhamentos p/ Serviço Urgência;quarta-feira;42;0;0.0
9997;2017-10-19;Encaminhamentos p/ CIAV;quinta-feira;42;0;0.0
10273;2017-10-28;Encaminhamentos p/ Autocuidados;sábado;43;8;0.470588235294
10335;2017-10-30;Encaminhamentos p/ Autocuidados;segunda-feira;44;12;0.571428571428
10339;2017-10-30;Encaminhamentos p/ INEM;segunda-feira;44;0;0.0
10402;2017-11-01;Encaminhamentos p/ Outros;quarta-feira;44;0;0.0
10463;2017-11-03;Encaminhamentos p/ INEM;sexta-feira;44;0;0.0
10522;2017-11-05;Encaminhamentos p/ CSP;domingo;45;4;0.25
10585;2017-11-07;Encaminhamentos p/ Serviço Urgência;terça-feira;45;1;0.090909090909
11358;2017-12-02;Encaminhamentos p/ Autocuidados;sábado;48;13;0.619047619047
11393;2017-12-03;Encaminhamentos p/ INEM;domingo;49;0;0.0
11453;2017-12-05;Encaminhamentos p/ Serviço Urgência;terça-feira;49;5;0.10869565217299999
11454;2017-12-05;Encaminhamentos p/ CIAV;terça-feira;49;1;0.021739130433999998
11548;2017-12-08;Encaminhamentos p/ INEM;sexta-feira;49;0;0.0
11855;2017-12-18;Encaminhamentos p/ CSP;segunda-feira;51;63;0.377245508982
12073;2017-12-25;Encaminhamentos p/ Serviço Urgência;segunda-feira;52;52;0.155688622754
12133;2017-12-27;Encaminhamentos p/ Autocuidados;quarta-feira;52;348;0.613756613756
12319;2018-01-02;Encaminhamentos p/ Autocuidados;terça-feira;1;363;0.531478770131
12536;2018-01-09;Encaminhamentos p/ Autocuidados;terça-feira;2;429;0.572763684913
12537;2018-01-09;Encaminhamentos p/ CSP;terça-feira;2;238;0.317757009345
12571;2018-01-10;Encaminhamentos p/ INEM;quarta-feira;2;2;0.002949852507
12603;2018-01-11;Encaminhamentos p/ Outros;quinta-feira;2;9;0.014263074484
12816;2018-01-18;Encaminhamentos p/ CSP;quinta-feira;3;224;0.354430379746
12817;2018-01-18;Encaminhamentos p/ Serviço Urgência;quinta-feira;3;50;0.07911392404999999
13036;2018-01-25;Encaminhamentos p/ INEM;quinta-feira;4;0;0.0
13312;2018-02-03;Encaminhamentos p/ CSP;sábado;5;113;0.246187363834
13344;2018-02-04;Encaminhamentos p/ Serviço Urgência;domingo;6;70;0.14
13406;2018-02-06;Encaminhamentos p/ Serviço Urgência;terça-feira;6;52;0.12293144208
13562;2018-02-11;Encaminhamentos p/ CIAV;domingo;7;1;0.002409638554
13747;2018-02-17;Encaminhamentos p/ Serviço Urgência;sábado;7;70;0.216049382716
13872;2018-02-21;Encaminhamentos p/ CIAV;quarta-feira;8;0;0.0
14088;2018-02-28;Encaminhamentos p/ Serviço Urgência;quarta-feira;9;34;0.139344262295
14181;2018-03-03;Encaminhamentos p/ Serviço Urgência;sábado;9;56;0.23430962342999997
14241;2018-03-05;Encaminhamentos p/ Autocuidados;segunda-feira;10;112;0.49339207048399997
14276;2018-03-06;Encaminhamentos p/ INEM;terça-feira;10;0;0.0
14401;2018-03-10;Encaminhamentos p/ Outros;sábado;10;3;0.016574585635
14459;2018-03-12;Encaminhamentos p/ CSP;segunda-feira;11;50;0.30303030303
14461;2018-03-12;Encaminhamentos p/ CIAV;segunda-feira;11;1;0.006060606059999999
14522;2018-03-14;Encaminhamentos p/ Serviço Urgência;quarta-feira;11;22;0.14193548387
14555;2018-03-15;Encaminhamentos p/ INEM;quinta-feira;11;0;0.0
14646;2018-03-18;Encaminhamentos p/ Serviço Urgência;domingo;12;45;0.231958762886
14677;2018-03-19;Encaminhamentos p/ Serviço Urgência;segunda-feira;12;17;0.112582781456
14802;2018-03-23;Encaminhamentos p/ CIAV;sexta-feira;12;0;0.0
14833;2018-03-24;Encaminhamentos p/ CIAV;sábado;12;0;0.0
14835;2018-03-24;Encaminhamentos p/ Outros;sábado;12;1;0.007142857142
14988;2018-03-29;Encaminhamentos p/ CIAV;quinta-feira;13;0;0.0
15078;2018-04-01;Encaminhamentos p/ Autocuidados;domingo;14;41;0.525641025641
15206;2018-04-05;Encaminhamentos p/ INEM;quinta-feira;14;0;0.0
15358;2018-04-10;Encaminhamentos p/ CSP;terça-feira;15;32;0.372093023255
15389;2018-04-11;Encaminhamentos p/ CSP;quarta-feira;15;32;0.457142857142
15544;2018-04-16;Encaminhamentos p/ CSP;segunda-feira;16;26;0.40625000000000006
15639;2018-04-19;Encaminhamentos p/ CIAV;quinta-feira;16;0;0.0
15730;2018-04-22;Encaminhamentos p/ CSP;domingo;17;15;0.234375
15792;2018-04-24;Encaminhamentos p/ CSP;terça-feira;17;20;0.384615384615
15793;2018-04-24;Encaminhamentos p/ Serviço Urgência;terça-feira;17;9;0.173076923076
15854;2018-04-26;Encaminhamentos p/ CSP;quinta-feira;17;17;0.274193548387
16447;2018-05-15;Encaminhamentos p/ Outros;terça-feira;20;0;0.0
16475;2018-05-16;Encaminhamentos p/ Serviço Urgência;quarta-feira;20;8;0.205128205128
16476;2018-05-16;Encaminhamentos p/ CIAV;quarta-feira;20;0;0.0
16757;2018-05-25;Encaminhamentos p/ Outros;sexta-feira;21;0;0.0
16845;2018-05-28;Encaminhamentos p/ Autocuidados;segunda-feira;22;28;0.622222222222
16848;2018-05-28;Encaminhamentos p/ CIAV;segunda-feira;22;0;0.0
16876;2018-05-29;Encaminhamentos p/ Autocuidados;terça-feira;22;19;0.703703703703
16881;2018-05-29;Encaminhamentos p/ Outros;terça-feira;22;0;0.0
16911;2018-05-30;Encaminhamentos p/ INEM;quarta-feira;22;0;0.0
16939;2018-05-31;Encaminhamentos p/ CSP;quinta-feira;22;5;0.2
17062;2018-06-04;Encaminhamentos p/ Autocuidados;segunda-feira;23;9;0.346153846153
17093;2018-06-05;Encaminhamentos p/ Autocuidados;terça-feira;23;11;0.578947368421
17186;2018-06-08;Encaminhamentos p/ Autocuidados;sexta-feira;23;14;0.736842105263
17251;2018-06-10;Encaminhamentos p/ CIAV;domingo;24;0;0.0
17777;2018-06-27;Encaminhamentos p/ Serviço Urgência;quarta-feira;26;4;0.117647058823
17837;2018-06-29;Encaminhamentos p/ Autocuidados;sexta-feira;26;15;0.78947368421
18245;2018-07-12;Encaminhamentos p/ Outros;quinta-feira;28;0;0.0
18369;2018-07-16;Encaminhamentos p/ Outros;segunda-feira;29;0;0.0
18399;2018-07-17;Encaminhamentos p/ INEM;terça-feira;29;0;0.0
18615;2018-07-24;Encaminhamentos p/ CIAV;terça-feira;30;0;0.0
18830;2018-07-31;Encaminhamentos p/ CSP;terça-feira;31;2;0.25
18895;2018-08-02;Encaminhamentos p/ INEM;quinta-feira;31;0;0.0
18955;2018-08-04;Encaminhamentos p/ Serviço Urgência;sábado;31;3;0.272727272727
19109;2018-08-09;Encaminhamentos p/ CSP;quinta-feira;32;4;0.4
19420;2018-08-19;Encaminhamentos p/ Serviço Urgência;domingo;34;1;0.090909090909
19452;2018-08-20;Encaminhamentos p/ CIAV;segunda-feira;34;0;0.0
19638;2018-08-26;Encaminhamentos p/ CIAV;domingo;35;0;0.0
20043;2018-09-08;Encaminhamentos p/ Outros;sábado;36;0;0.0
20071;2018-09-09;Encaminhamentos p/ Serviço Urgência;domingo;37;2;0.142857142857
20167;2018-09-12;Encaminhamentos p/ Outros;quarta-feira;37;0;0.0
20318;2018-09-17;Encaminhamentos p/ CSP;segunda-feira;38;3;0.33333333333299997
20538;2018-09-24;Encaminhamentos p/ INEM;segunda-feira;39;0;0.0
20628;2018-09-27;Encaminhamentos p/ CSP;quinta-feira;39;4;0.307692307692
20877;2018-10-05;Encaminhamentos p/ Serviço Urgência;sexta-feira;40;5;0.294117647058
20937;2018-10-07;Encaminhamentos p/ Autocuidados;domingo;41;5;0.454545454545
21004;2018-10-09;Encaminhamentos p/ Outros;terça-feira;41;0;0.0
21030;2018-10-10;Encaminhamentos p/ Autocuidados;quarta-feira;41;7;0.5
